id_comentario	clase_comentario
comment_id_310920	Excelente
comment_id_47147	Muy buena
comment_id_48328	Muy buena
comment_id_127114	Excelente
comment_id_34799	Muy buena
comment_id_93970	Buena
comment_id_115430	Malo
comment_id_37441	Muy buena
comment_id_175804	Excelente
comment_id_115436	Buena
comment_id_242776	Buena
comment_id_28927	Malo
comment_id_285942	Muy buena
comment_id_367528	Malo
comment_id_27203	Excelente
comment_id_254110	Excelente
comment_id_328430	Excelente
comment_id_28929	Excelente
comment_id_28928	Excelente
comment_id_32381	Muy buena
comment_id_199888	Excelente
comment_id_78418	Muy buena
comment_id_120368	Excelente
comment_id_62495	Excelente
comment_id_256230	Buena
comment_id_259500	Muy buena
comment_id_131958	Excelente
comment_id_259502	Excelente
comment_id_199554	Excelente
comment_id_12977	Excelente
comment_id_18560	Excelente
comment_id_110354	Excelente
comment_id_34583	Muy buena
comment_id_339458	Malo
comment_id_105540	Muy buena
comment_id_268180	Excelente
comment_id_348624	Malo
comment_id_295026	Excelente
comment_id_295024	Excelente
comment_id_105422	Muy buena
comment_id_300716	Excelente
comment_id_61006	Buena
comment_id_34976	Muy buena
comment_id_187216	Excelente
comment_id_98264	Muy buena
comment_id_369888	Muy buena
comment_id_113554	Muy buena
comment_id_305454	Muy buena
comment_id_224708	Muy buena
comment_id_90055	Excelente
comment_id_87299	Excelente
comment_id_229766	Excelente
comment_id_360174	Muy buena
comment_id_56582	Buena
comment_id_296618	Muy buena
comment_id_135618	Excelente
comment_id_84015	Excelente
comment_id_317252	Excelente
comment_id_109687	Muy buena
comment_id_84019	Excelente
comment_id_253956	Muy buena
comment_id_86602	Malo
comment_id_154484	Muy buena
comment_id_59605	Muy buena
comment_id_26406	Excelente
comment_id_252682	Excelente
comment_id_96431	Excelente
comment_id_15983	Muy buena
comment_id_98198	Malo
comment_id_369830	Buena
comment_id_264408	Muy buena
comment_id_81996	Muy buena
comment_id_104127	Malo
comment_id_46363	Excelente
comment_id_284608	Excelente
comment_id_26800	Excelente
comment_id_195338	Excelente
comment_id_320158	Buena
comment_id_81433	Excelente
comment_id_335396	Excelente
comment_id_216562	Malo
comment_id_41801	Excelente
comment_id_281652	Muy buena
comment_id_252538	Excelente
comment_id_34065	Muy buena
comment_id_180182	Excelente
comment_id_98998	Excelente
comment_id_270354	Excelente
comment_id_98993	Excelente
comment_id_79232	Muy buena
comment_id_51755	Excelente
comment_id_98990	Muy buena
comment_id_11303	Excelente
comment_id_114126	Excelente
comment_id_275608	Excelente
comment_id_16469	Muy buena
comment_id_67767	Muy buena
comment_id_144598	Muy buena
comment_id_236534	Malo
comment_id_117652	Excelente
comment_id_95462	Muy buena
comment_id_344290	Muy buena
comment_id_232084	Muy buena
comment_id_75266	Buena
comment_id_217960	Excelente
comment_id_217962	Muy buena
comment_id_169772	Muy buena
comment_id_20120	Excelente
comment_id_350780	Malo
comment_id_77939	Muy buena
comment_id_295900	Muy buena
comment_id_77935	Muy buena
comment_id_77932	Excelente
comment_id_183240	Excelente
comment_id_80860	Excelente
comment_id_70211	Buena
comment_id_85145	Muy buena
comment_id_140686	Excelente
comment_id_9572	Excelente
comment_id_136052	Muy buena
comment_id_351734	Excelente
comment_id_180536	Muy buena
comment_id_351592	Muy buena
comment_id_155646	Muy buena
comment_id_180530	Muy buena
comment_id_312172	Muy buena
comment_id_347474	Malo
comment_id_347476	Excelente
comment_id_144374	Excelente
comment_id_283382	Excelente
comment_id_67540	Muy buena
comment_id_186586	Muy buena
comment_id_246818	Muy buena
comment_id_307502	Excelente
comment_id_352640	Buena
comment_id_94753	Buena
comment_id_365830	Buena
comment_id_18047	Muy buena
comment_id_313310	Muy buena
comment_id_279658	Excelente
comment_id_196928	Buena
comment_id_28328	Muy buena
comment_id_41351	Muy buena
comment_id_116526	Malo
comment_id_78563	Buena
comment_id_279386	Muy buena
comment_id_162018	Buena
comment_id_275542	Malo
comment_id_61013	Buena
comment_id_167006	Excelente
comment_id_94493	Buena
comment_id_362382	Buena
comment_id_20669	Excelente
comment_id_149412	Excelente
comment_id_167008	Excelente
comment_id_362384	Buena
comment_id_358612	Excelente
comment_id_222390	Muy buena
comment_id_111383	Muy buena
comment_id_93156	Muy buena
comment_id_66493	Excelente
comment_id_66491	Excelente
comment_id_303376	Muy buena
comment_id_66147	Muy buena
comment_id_95808	Muy buena
comment_id_85422	Malo
comment_id_229164	Muy buena
comment_id_308858	Muy buena
comment_id_123430	Excelente
comment_id_242902	Muy buena
comment_id_14923	Excelente
comment_id_211376	Malo
comment_id_172636	Muy buena
comment_id_9866	Excelente
comment_id_45984	Buena
comment_id_45983	Excelente
comment_id_7994	Excelente
comment_id_74774	Excelente
comment_id_22406	Excelente
comment_id_101563	Muy buena
comment_id_58984	Muy buena
comment_id_58986	Excelente
comment_id_285432	Buena
comment_id_22908	Muy buena
comment_id_192732	Buena
comment_id_300600	Muy buena
comment_id_38383	Muy buena
comment_id_85995	Excelente
comment_id_85994	Excelente
comment_id_181918	Buena
comment_id_238226	Muy buena
comment_id_88500	Excelente
comment_id_218432	Buena
comment_id_319082	Excelente
comment_id_23313	Excelente
comment_id_276010	Excelente
comment_id_103997	Excelente
comment_id_76683	Muy buena
comment_id_229706	Excelente
comment_id_319338	Muy buena
comment_id_76686	Excelente
comment_id_229702	Muy buena
comment_id_41029	Buena
comment_id_75425	Buena
comment_id_75422	Excelente
comment_id_191760	Buena
comment_id_86710	Excelente
comment_id_221150	Muy buena
comment_id_298282	Muy buena
comment_id_62393	Buena
comment_id_110619	Malo
comment_id_129350	Malo
comment_id_100315	Muy buena
comment_id_109260	Muy buena
comment_id_109262	Muy buena
comment_id_312196	Excelente
comment_id_38657	Excelente
comment_id_166714	Muy buena
comment_id_137896	Excelente
comment_id_75984	Malo
comment_id_59164	Excelente
comment_id_59169	Muy buena
comment_id_110416	Muy buena
comment_id_19771	Excelente
comment_id_59533	Muy buena
comment_id_92782	Malo
comment_id_18799	Muy buena
comment_id_360790	Muy buena
comment_id_333138	Muy buena
comment_id_288442	Excelente
comment_id_207036	Excelente
comment_id_344732	Excelente
comment_id_13217	Buena
comment_id_183406	Muy buena
comment_id_43586	Muy buena
comment_id_309200	Excelente
comment_id_353206	Malo
comment_id_134602	Muy buena
comment_id_124372	Buena
comment_id_312996	Muy buena
comment_id_153942	Buena
comment_id_134542	Muy buena
comment_id_279890	Excelente
comment_id_53894	Muy buena
comment_id_273244	Muy buena
comment_id_9130	Excelente
comment_id_205764	Excelente
comment_id_78399	Malo
comment_id_130654	Malo
comment_id_344752	Muy buena
comment_id_331408	Excelente
comment_id_101263	Muy buena
comment_id_261046	Buena
comment_id_20166	Muy buena
comment_id_62027	Excelente
comment_id_39525	Muy buena
comment_id_78231	Muy buena
comment_id_116406	Excelente
comment_id_355960	Buena
comment_id_136760	Muy buena
comment_id_109481	Excelente
comment_id_289514	Malo
comment_id_154686	Buena
comment_id_205466	Muy buena
comment_id_243280	Excelente
comment_id_47092	Malo
comment_id_247448	Buena
comment_id_274714	Muy buena
comment_id_100156	Excelente
comment_id_77039	Malo
comment_id_88243	Buena
comment_id_83296	Muy buena
comment_id_41630	Muy buena
comment_id_300052	Excelente
comment_id_33040	Muy buena
comment_id_88245	Excelente
comment_id_125814	Excelente
comment_id_34012	Excelente
comment_id_61613	Muy buena
comment_id_244532	Excelente
comment_id_305756	Excelente
comment_id_34016	Buena
comment_id_305026	Buena
comment_id_362754	Malo
comment_id_46178	Muy buena
comment_id_27945	Buena
comment_id_27419	Muy buena
comment_id_27948	Excelente
comment_id_27949	Excelente
comment_id_107212	Malo
comment_id_368714	Malo
comment_id_296930	Excelente
comment_id_287408	Buena
comment_id_346278	Excelente
comment_id_175578	Muy buena
comment_id_315830	Excelente
comment_id_159554	Muy buena
comment_id_110141	Excelente
comment_id_137386	Excelente
comment_id_110834	Buena
comment_id_110838	Excelente
comment_id_253018	Muy buena
comment_id_24807	Excelente
comment_id_268796	Muy buena
comment_id_104172	Muy buena
comment_id_112296	Buena
comment_id_260954	Excelente
comment_id_30910	Muy buena
comment_id_235846	Buena
comment_id_8512	Muy buena
comment_id_286308	Muy buena
comment_id_260774	Buena
comment_id_73483	Excelente
comment_id_95259	Buena
comment_id_73486	Muy buena
comment_id_187404	Excelente
comment_id_242480	Malo
comment_id_371352	Muy buena
comment_id_131922	Muy buena
comment_id_284290	Muy buena
comment_id_217512	Excelente
comment_id_78333	Malo
comment_id_61151	Malo
comment_id_236090	Buena
comment_id_292962	Excelente
comment_id_64174	Excelente
comment_id_82521	Excelente
comment_id_301902	Muy buena
comment_id_138654	Muy buena
comment_id_249484	Muy buena
comment_id_93363	Buena
comment_id_213980	Excelente
comment_id_165670	Excelente
comment_id_132710	Excelente
comment_id_119170	Excelente
comment_id_112476	Excelente
comment_id_46038	Muy buena
comment_id_319852	Excelente
comment_id_20323	Excelente
comment_id_201014	Buena
comment_id_89877	Muy buena
comment_id_297080	Muy buena
comment_id_144168	Muy buena
comment_id_369998	Excelente
comment_id_235356	Muy buena
comment_id_38016	Excelente
comment_id_68737	Excelente
comment_id_97787	Excelente
comment_id_8717	Excelente
comment_id_321424	Excelente
comment_id_193932	Muy buena
comment_id_193930	Excelente
comment_id_246904	Excelente
comment_id_350876	Excelente
comment_id_40762	Muy buena
comment_id_246900	Excelente
comment_id_365732	Muy buena
comment_id_306040	Excelente
comment_id_97788	Malo
comment_id_54078	Excelente
comment_id_313768	Buena
comment_id_145564	Muy buena
comment_id_313818	Buena
comment_id_198762	Muy buena
comment_id_189806	Muy buena
comment_id_102769	Muy buena
comment_id_151376	Buena
comment_id_369198	Malo
comment_id_57791	Excelente
comment_id_20497	Excelente
comment_id_57793	Excelente
comment_id_20493	Excelente
comment_id_20492	Excelente
comment_id_325584	Excelente
comment_id_161974	Muy buena
comment_id_278710	Muy buena
comment_id_285806	Excelente
comment_id_143672	Buena
comment_id_87129	Muy buena
comment_id_294716	Buena
comment_id_51934	Excelente
comment_id_68348	Buena
comment_id_331422	Excelente
comment_id_68346	Muy buena
comment_id_36623	Muy buena
comment_id_168700	Excelente
comment_id_108058	Excelente
comment_id_218170	Muy buena
comment_id_276378	Excelente
comment_id_108502	Buena
comment_id_23410	Muy buena
comment_id_133518	Muy buena
comment_id_108056	Excelente
comment_id_254936	Muy buena
comment_id_96522	Excelente
comment_id_189626	Buena
comment_id_96527	Buena
comment_id_75163	Excelente
comment_id_75161	Malo
comment_id_130450	Muy buena
comment_id_211580	Muy buena
comment_id_177456	Malo
comment_id_351478	Muy buena
comment_id_293612	Excelente
comment_id_219808	Muy buena
comment_id_92412	Buena
comment_id_324784	Muy buena
comment_id_355362	Excelente
comment_id_14668	Muy buena
comment_id_253612	Buena
comment_id_30480	Excelente
comment_id_207850	Malo
comment_id_203496	Buena
comment_id_142784	Muy buena
comment_id_142782	Muy buena
comment_id_142470	Muy buena
comment_id_291610	Malo
comment_id_350422	Muy buena
comment_id_344126	Excelente
comment_id_209062	Malo
comment_id_97121	Malo
comment_id_209064	Muy buena
comment_id_171116	Muy buena
comment_id_70167	Muy buena
comment_id_176326	Buena
comment_id_258344	Buena
comment_id_337654	Buena
comment_id_68948	Muy buena
comment_id_308990	Excelente
comment_id_75307	Muy buena
comment_id_47315	Excelente
comment_id_31820	Muy buena
comment_id_31821	Muy buena
comment_id_83732	Buena
comment_id_31536	Buena
comment_id_294062	Excelente
comment_id_165394	Muy buena
comment_id_92572	Malo
comment_id_66068	Malo
comment_id_113218	Buena
comment_id_104288	Excelente
comment_id_225498	Muy buena
comment_id_272018	Muy buena
comment_id_277026	Buena
comment_id_154470	Excelente
comment_id_22234	Muy buena
comment_id_61019	Muy buena
comment_id_315334	Excelente
comment_id_193200	Muy buena
comment_id_258696	Excelente
comment_id_176144	Excelente
comment_id_228622	Malo
comment_id_251786	Muy buena
comment_id_228626	Muy buena
comment_id_156908	Muy buena
comment_id_195258	Excelente
comment_id_161644	Muy buena
comment_id_92383	Buena
comment_id_105776	Excelente
comment_id_330588	Buena
comment_id_179672	Muy buena
comment_id_44466	Muy buena
comment_id_263324	Muy buena
comment_id_172796	Buena
comment_id_298368	Muy buena
comment_id_98036	Excelente
comment_id_172792	Muy buena
comment_id_139322	Buena
comment_id_167636	Excelente
comment_id_176942	Muy buena
comment_id_167632	Excelente
comment_id_298366	Malo
comment_id_349098	Buena
comment_id_120168	Muy buena
comment_id_109015	Excelente
comment_id_349094	Malo
comment_id_120162	Malo
comment_id_349096	Buena
comment_id_170240	Muy buena
comment_id_98037	Muy buena
comment_id_100509	Malo
comment_id_139988	Muy buena
comment_id_297946	Excelente
comment_id_330638	Muy buena
comment_id_201526	Excelente
comment_id_104715	Muy buena
comment_id_204002	Muy buena
comment_id_48348	Muy buena
comment_id_48347	Muy buena
comment_id_82069	Buena
comment_id_306760	Excelente
comment_id_14245	Excelente
comment_id_90068	Muy buena
comment_id_67379	Excelente
comment_id_43582	Muy buena
comment_id_308338	Muy buena
comment_id_361994	Buena
comment_id_342600	Excelente
comment_id_27773	Excelente
comment_id_372548	Buena
comment_id_332186	Excelente
comment_id_90033	Muy buena
comment_id_131240	Malo
comment_id_259560	Muy buena
comment_id_92468	Excelente
comment_id_78436	Malo
comment_id_110629	Muy buena
comment_id_12954	Excelente
comment_id_170428	Muy buena
comment_id_18584	Excelente
comment_id_125198	Muy buena
comment_id_55127	Buena
comment_id_53792	Muy buena
comment_id_301886	Malo
comment_id_220610	Excelente
comment_id_87965	Muy buena
comment_id_299016	Buena
comment_id_197582	Excelente
comment_id_98205	Excelente
comment_id_34952	Muy buena
comment_id_115676	Muy buena
comment_id_52269	Excelente
comment_id_25954	Excelente
comment_id_288036	Excelente
comment_id_308054	Excelente
comment_id_187230	Muy buena
comment_id_63122	Muy buena
comment_id_187232	Muy buena
comment_id_295202	Malo
comment_id_338726	Excelente
comment_id_105954	Malo
comment_id_264246	Excelente
comment_id_143316	Buena
comment_id_298142	Muy buena
comment_id_60613	Excelente
comment_id_227394	Excelente
comment_id_37027	Muy buena
comment_id_360158	Excelente
comment_id_128264	Excelente
comment_id_236156	Muy buena
comment_id_239670	Muy buena
comment_id_56565	Muy buena
comment_id_194588	Muy buena
comment_id_82003	Buena
comment_id_143346	Muy buena
comment_id_210974	Buena
comment_id_330968	Muy buena
comment_id_343556	Buena
comment_id_106902	Excelente
comment_id_106905	Malo
comment_id_153088	Muy buena
comment_id_106274	Buena
comment_id_300196	Excelente
comment_id_61934	Muy buena
comment_id_273764	Muy buena
comment_id_33456	Excelente
comment_id_356554	Buena
comment_id_11751	Excelente
comment_id_121694	Muy buena
comment_id_61938	Malo
comment_id_283814	Excelente
comment_id_79210	Muy buena
comment_id_121434	Excelente
comment_id_347024	Buena
comment_id_53079	Excelente
comment_id_78031	Excelente
comment_id_293376	Excelente
comment_id_360734	Excelente
comment_id_56308	Excelente
comment_id_334600	Buena
comment_id_113826	Buena
comment_id_46439	Muy buena
comment_id_37706	Excelente
comment_id_35534	Buena
comment_id_35536	Buena
comment_id_60887	Malo
comment_id_115168	Excelente
comment_id_99550	Excelente
comment_id_339380	Muy buena
comment_id_201988	Muy buena
comment_id_163850	Malo
comment_id_260892	Buena
comment_id_53135	Buena
comment_id_257078	Excelente
comment_id_112662	Muy buena
comment_id_300996	Muy buena
comment_id_88656	Buena
comment_id_180472	Muy buena
comment_id_271000	Buena
comment_id_11363	Excelente
comment_id_361286	Buena
comment_id_16400	Excelente
comment_id_293114	Muy buena
comment_id_139718	Muy buena
comment_id_161566	Excelente
comment_id_67701	Muy buena
comment_id_142808	Muy buena
comment_id_368100	Excelente
comment_id_358186	Excelente
comment_id_318868	Excelente
comment_id_35282	Muy buena
comment_id_60083	Muy buena
comment_id_115182	Excelente
comment_id_60085	Muy buena
comment_id_96069	Muy buena
comment_id_260098	Malo
comment_id_128014	Excelente
comment_id_185650	Excelente
comment_id_94317	Buena
comment_id_260230	Excelente
comment_id_279674	Muy buena
comment_id_165284	Excelente
comment_id_130834	Excelente
comment_id_260548	Muy buena
comment_id_266464	Buena
comment_id_194628	Buena
comment_id_302592	Excelente
comment_id_111413	Buena
comment_id_83052	Muy buena
comment_id_150880	Muy buena
comment_id_62529	Malo
comment_id_330030	Buena
comment_id_335516	Buena
comment_id_108633	Buena
comment_id_112889	Buena
comment_id_359670	Muy buena
comment_id_70892	Excelente
comment_id_338648	Muy buena
comment_id_359676	Excelente
comment_id_116500	Muy buena
comment_id_112880	Muy buena
comment_id_250576	Excelente
comment_id_129376	Excelente
comment_id_20688	Buena
comment_id_102593	Muy buena
comment_id_167028	Buena
comment_id_91991	Buena
comment_id_74940	Muy buena
comment_id_326068	Muy buena
comment_id_129766	Buena
comment_id_291842	Muy buena
comment_id_53426	Excelente
comment_id_125430	Excelente
comment_id_298814	Muy buena
comment_id_181702	Buena
comment_id_324376	Excelente
comment_id_40393	Muy buena
comment_id_93139	Malo
comment_id_181704	Excelente
comment_id_330358	Malo
comment_id_93134	Excelente
comment_id_231498	Muy buena
comment_id_245734	Muy buena
comment_id_32183	Buena
comment_id_324378	Buena
comment_id_93131	Muy buena
comment_id_254664	Buena
comment_id_12325	Excelente
comment_id_23083	Excelente
comment_id_230266	Muy buena
comment_id_230260	Muy buena
comment_id_198936	Malo
comment_id_145046	Muy buena
comment_id_145048	Malo
comment_id_189490	Muy buena
comment_id_66615	Muy buena
comment_id_127348	Buena
comment_id_172304	Buena
comment_id_146036	Muy buena
comment_id_123108	Buena
comment_id_224906	Buena
comment_id_172658	Excelente
comment_id_314812	Excelente
comment_id_30341	Excelente
comment_id_30342	Muy buena
comment_id_314660	Malo
comment_id_58210	Muy buena
comment_id_22423	Excelente
comment_id_149438	Muy buena
comment_id_321480	Excelente
comment_id_68085	Muy buena
comment_id_193058	Muy buena
comment_id_82380	Muy buena
comment_id_82382	Excelente
comment_id_220842	Muy buena
comment_id_282500	Muy buena
comment_id_23333	Excelente
comment_id_145024	Muy buena
comment_id_276038	Muy buena
comment_id_114862	Excelente
comment_id_298582	Malo
comment_id_61552	Excelente
comment_id_229476	Buena
comment_id_250872	Muy buena
comment_id_75446	Muy buena
comment_id_314746	Excelente
comment_id_75441	Muy buena
comment_id_86772	Muy buena
comment_id_154048	Muy buena
comment_id_202794	Excelente
comment_id_325022	Buena
comment_id_49754	Muy buena
comment_id_13053	Excelente
comment_id_223804	Muy buena
comment_id_55484	Excelente
comment_id_104367	Buena
comment_id_55952	Muy buena
comment_id_244060	Muy buena
comment_id_68889	Excelente
comment_id_36162	Muy buena
comment_id_244068	Muy buena
comment_id_166732	Excelente
comment_id_236984	Muy buena
comment_id_118016	Excelente
comment_id_59106	Muy buena
comment_id_258576	Muy buena
comment_id_337354	Excelente
comment_id_111254	Muy buena
comment_id_251048	Muy buena
comment_id_147788	Excelente
comment_id_215494	Muy buena
comment_id_17973	Malo
comment_id_258016	Buena
comment_id_128198	Muy buena
comment_id_160088	Muy buena
comment_id_288486	Muy buena
comment_id_9231	Excelente
comment_id_236018	Excelente
comment_id_62625	Muy buena
comment_id_32087	Excelente
comment_id_349398	Muy buena
comment_id_125858	Buena
comment_id_346022	Excelente
comment_id_84554	Malo
comment_id_336190	Buena
comment_id_131018	Muy buena
comment_id_62323	Muy buena
comment_id_103047	Muy buena
comment_id_110105	Buena
comment_id_110102	Buena
comment_id_51476	Muy buena
comment_id_13586	Excelente
comment_id_51478	Buena
comment_id_80390	Excelente
comment_id_63932	Buena
comment_id_134522	Muy buena
comment_id_183720	Excelente
comment_id_281084	Malo
comment_id_96880	Malo
comment_id_69082	Excelente
comment_id_356490	Muy buena
comment_id_252788	Muy buena
comment_id_174938	Malo
comment_id_11690	Excelente
comment_id_205742	Excelente
comment_id_174936	Muy buena
comment_id_79913	Excelente
comment_id_252968	Muy buena
comment_id_28686	Excelente
comment_id_320936	Muy buena
comment_id_192096	Excelente
comment_id_40430	Muy buena
comment_id_272738	Buena
comment_id_355946	Excelente
comment_id_40924	Excelente
comment_id_320946	Muy buena
comment_id_318000	Excelente
comment_id_24965	Muy buena
comment_id_253786	Excelente
comment_id_24961	Excelente
comment_id_335074	Excelente
comment_id_247460	Buena
comment_id_74211	Excelente
comment_id_41612	Buena
comment_id_41961	Buena
comment_id_180286	Excelente
comment_id_65575	Muy buena
comment_id_41617	Buena
comment_id_27436	Excelente
comment_id_187390	Muy buena
comment_id_119824	Excelente
comment_id_164252	Muy buena
comment_id_107615	Excelente
comment_id_237962	Excelente
comment_id_202162	Muy buena
comment_id_10613	Malo
comment_id_323258	Muy buena
comment_id_368736	Excelente
comment_id_175554	Muy buena
comment_id_6938	Muy buena
comment_id_368732	Buena
comment_id_225720	Excelente
comment_id_109812	Excelente
comment_id_246596	Excelente
comment_id_5914	Excelente
comment_id_9737	Excelente
comment_id_110813	Muy buena
comment_id_207478	Muy buena
comment_id_59819	Excelente
comment_id_106730	Excelente
comment_id_106042	Muy buena
comment_id_320052	Malo
comment_id_106048	Malo
comment_id_260930	Excelente
comment_id_76949	Buena
comment_id_187174	Excelente
comment_id_230856	Muy buena
comment_id_271646	Muy buena
comment_id_135210	Muy buena
comment_id_76940	Excelente
comment_id_206094	Muy buena
comment_id_182418	Muy buena
comment_id_328730	Excelente
comment_id_75973	Buena
comment_id_10801	Buena
comment_id_99633	Buena
comment_id_10844	Excelente
comment_id_317732	Muy buena
comment_id_125228	Excelente
comment_id_202570	Malo
comment_id_235876	Malo
comment_id_40567	Muy buena
comment_id_94901	Muy buena
comment_id_128958	Buena
comment_id_216624	Muy buena
comment_id_347072	Malo
comment_id_249464	Muy buena
comment_id_73208	Excelente
comment_id_308558	Excelente
comment_id_308556	Muy buena
comment_id_270250	Buena
comment_id_120924	Muy buena
comment_id_258112	Malo
comment_id_95055	Buena
comment_id_95054	Buena
comment_id_95051	Muy buena
comment_id_95053	Muy buena
comment_id_370426	Muy buena
comment_id_367824	Excelente
comment_id_74096	Excelente
comment_id_87147	Muy buena
comment_id_194634	Excelente
comment_id_280824	Excelente
comment_id_280826	Muy buena
comment_id_141430	Buena
comment_id_40702	Muy buena
comment_id_141432	Muy buena
comment_id_210166	Muy buena
comment_id_306064	Excelente
comment_id_263286	Excelente
comment_id_60277	Muy buena
comment_id_145548	Buena
comment_id_24685	Excelente
comment_id_245384	Excelente
comment_id_306068	Malo
comment_id_50797	Malo
comment_id_91192	Excelente
comment_id_181920	Muy buena
comment_id_49081	Malo
comment_id_108209	Muy buena
comment_id_290766	Muy buena
comment_id_30644	Excelente
comment_id_161916	Excelente
comment_id_143696	Muy buena
comment_id_359484	Buena
comment_id_91519	Buena
comment_id_291988	Excelente
comment_id_358246	Malo
comment_id_328050	Muy buena
comment_id_111991	Malo
comment_id_344910	Buena
comment_id_163514	Excelente
comment_id_107715	Muy buena
comment_id_28787	Excelente
comment_id_163048	Muy buena
comment_id_108071	Malo
comment_id_96506	Buena
comment_id_189394	Excelente
comment_id_203052	Excelente
comment_id_314210	Muy buena
comment_id_66841	Excelente
comment_id_66843	Muy buena
comment_id_233762	Malo
comment_id_66848	Buena
comment_id_66849	Excelente
comment_id_351412	Excelente
comment_id_16344	Excelente
comment_id_16613	Excelente
comment_id_45289	Muy buena
comment_id_75144	Muy buena
comment_id_32865	Excelente
comment_id_16343	Malo
comment_id_237072	Malo
comment_id_186422	Muy buena
comment_id_355300	Excelente
comment_id_221348	Excelente
comment_id_132886	Muy buena
comment_id_202860	Excelente
comment_id_126284	Excelente
comment_id_35567	Excelente
comment_id_207916	Excelente
comment_id_51262	Muy buena
comment_id_142012	Muy buena
comment_id_207912	Muy buena
comment_id_160268	Muy buena
comment_id_116710	Malo
comment_id_74638	Buena
comment_id_97103	Muy buena
comment_id_258362	Muy buena
comment_id_258360	Muy buena
comment_id_265882	Excelente
comment_id_24353	Excelente
comment_id_29103	Excelente
comment_id_29104	Buena
comment_id_140348	Buena
comment_id_24426	Excelente
comment_id_24428	Excelente
comment_id_31517	Excelente
comment_id_24359	Excelente
comment_id_320898	Buena
comment_id_252376	Muy buena
comment_id_257698	Buena
comment_id_75326	Excelente
comment_id_119158	Excelente
comment_id_257690	Muy buena
comment_id_226112	Malo
comment_id_75329	Buena
comment_id_39754	Excelente
comment_id_202034	Buena
comment_id_37911	Muy buena
comment_id_259890	Excelente
comment_id_167618	Muy buena
comment_id_92889	Buena
comment_id_109381	Malo
comment_id_342424	Muy buena
comment_id_142270	Excelente
comment_id_315600	Excelente
comment_id_22745	Excelente
comment_id_99177	Excelente
comment_id_77785	Muy buena
comment_id_63235	Excelente
comment_id_285998	Excelente
comment_id_277518	Muy buena
comment_id_289354	Buena
comment_id_132364	Excelente
comment_id_12043	Muy buena
comment_id_103651	Excelente
comment_id_12047	Excelente
comment_id_315884	Muy buena
comment_id_12045	Excelente
comment_id_215392	Muy buena
comment_id_147538	Muy buena
comment_id_17568	Excelente
comment_id_263302	Muy buena
comment_id_322288	Excelente
comment_id_133376	Malo
comment_id_7818	Excelente
comment_id_31770	Excelente
comment_id_222950	Muy buena
comment_id_7810	Muy buena
comment_id_357950	Malo
comment_id_342954	Buena
comment_id_172516	Malo
comment_id_123718	Muy buena
comment_id_169138	Excelente
comment_id_346060	Excelente
comment_id_346064	Excelente
comment_id_212622	Excelente
comment_id_349708	Buena
comment_id_285190	Excelente
comment_id_95016	Muy buena
comment_id_18614	Muy buena
comment_id_43420	Muy buena
comment_id_258142	Muy buena
comment_id_258140	Muy buena
comment_id_171792	Muy buena
comment_id_102143	Malo
comment_id_124590	Excelente
comment_id_258144	Buena
comment_id_72679	Buena
comment_id_6198	Excelente
comment_id_81255	Muy buena
comment_id_179436	Buena
comment_id_14265	Excelente
comment_id_90375	Buena
comment_id_48369	Excelente
comment_id_52792	Malo
comment_id_52791	Excelente
comment_id_81259	Malo
comment_id_342484	Muy buena
comment_id_89018	Excelente
comment_id_90015	Muy buena
comment_id_349564	Buena
comment_id_192130	Excelente
comment_id_194834	Muy buena
comment_id_346390	Malo
comment_id_256274	Buena
comment_id_259548	Excelente
comment_id_199518	Malo
comment_id_265464	Malo
comment_id_262308	Excelente
comment_id_299522	Malo
comment_id_299520	Excelente
comment_id_129028	Muy buena
comment_id_230118	Excelente
comment_id_220188	Buena
comment_id_197560	Muy buena
comment_id_224744	Muy buena
comment_id_73077	Muy buena
comment_id_319604	Excelente
comment_id_101650	Excelente
comment_id_325810	Excelente
comment_id_274188	Malo
comment_id_79589	Excelente
comment_id_308784	Excelente
comment_id_37007	Excelente
comment_id_246902	Excelente
comment_id_166290	Excelente
comment_id_42551	Excelente
comment_id_349006	Buena
comment_id_9564	Buena
comment_id_84053	Excelente
comment_id_152116	Malo
comment_id_56092	Muy buena
comment_id_258810	Buena
comment_id_194384	Buena
comment_id_178740	Excelente
comment_id_333302	Malo
comment_id_32932	Muy buena
comment_id_110649	Muy buena
comment_id_366696	Buena
comment_id_147190	Muy buena
comment_id_59643	Muy buena
comment_id_164088	Excelente
comment_id_8966	Excelente
comment_id_364830	Excelente
comment_id_252574	Muy buena
comment_id_331236	Excelente
comment_id_305496	Muy buena
comment_id_327556	Excelente
comment_id_3958	Muy buena
comment_id_331232	Buena
comment_id_222688	Muy buena
comment_id_72881	Muy buena
comment_id_66578	Buena
comment_id_29671	Excelente
comment_id_200830	Muy buena
comment_id_117906	Excelente
comment_id_152804	Excelente
comment_id_334626	Buena
comment_id_341106	Excelente
comment_id_296872	Muy buena
comment_id_243128	Excelente
comment_id_290542	Excelente
comment_id_301002	Muy buena
comment_id_114122	Excelente
comment_id_243126	Malo
comment_id_359736	Malo
comment_id_35514	Muy buena
comment_id_301556	Excelente
comment_id_343288	Excelente
comment_id_184702	Muy buena
comment_id_91763	Muy buena
comment_id_247814	Muy buena
comment_id_88635	Muy buena
comment_id_75921	Muy buena
